           1532332859.04, 53.349800000004094613359484, -6.260299999999997311306288, 6.096000000000000085265128
           1532332864.04, 53.349930071151234756143822, -6.262243214620334619269215, 6.284500680605880518214690
           1532332869.04, 53.350343927667168486550509, -6.268429305471987511566567, 6.884663718019612410614627
           1532332874.04, 53.351073877013710955452552, -6.279352173721394869687629, 7.944692407938651612653302
           1532332879.04, 53.352155301689172972601227, -6.295562751770812148777168, 9.518611611305736630583851
           1532332884.04, 53.353618784582863554533105, -6.317554491302054486823181, 11.655242231442592526491353
           1532332889.04, 53.355497799870988728798693, -6.345882435961441636607105, 14.409862573864868906525771
           1532332894.04, 53.357846954161580299569323, -6.381445275882059675609526, 17.871821293214335213406230
           1532332899.04, 53.360731091873034870332049, -6.425333635009897292889036, 22.150115604280493641908834
           1532332904.04, 53.364216791688349417199788, -6.478715181915805310097767, 27.362575370551088127513140
           1532332909.04, 53.368374639638204826042056, -6.542885943926757263966465, 33.641313599261458477940323
           1532332914.04, 53.373281706577600402852113, -6.619331367624385897840966, 41.139310348358939961599390
           1532332919.04, 53.379023557853734871514462, -6.709789746339143157172202, 50.037492251246234786776768
           1532332924.04, 53.385320612452282773574552, -6.810290088640216232818148, 59.956383448703213900898845
           1532332929.04, 53.391806584175157013305579, -6.915279557557735046202652, 70.355532115244301394341164
           1532332934.04, 53.398488037313967424779548, -7.025066174241283434298566, 81.270745790719061574236548
           1532332939.04, 53.405370473450155088812608, -7.139968790998071135334158, 92.739683888449334858705697
           1532332944.04, 53.412458789473056697261200, -7.260328060043867104411675, 104.803052385035897486886824
           1532332949.04, 53.419757434188802847074840, -7.386513648593301617495399, 117.505459432614969728092547
           1532332954.04, 53.427270454749901773539023, -7.518930806962338841969995, 130.896241321619612563154078
           1532332959.04, 53.435001515995267595826590, -7.658027897227093205856363, 145.030426446670674067718210
           1532332964.04, 53.442953903465195253374986, -7.804305453076761267539041, 159.969906244246288906651898
           1532332969.04, 53.451130518781660327931604, -7.958327483678154123936110, 175.784901545182805193690001
           1532332974.04, 53.459533878197724732217466, -8.120736035418932630136624, 192.555850787973952265019761
           1532332979.04, 53.468166124837019026472262, -8.292270420924827689646008, 210.375898051021607670918456
           1532332984.04, 53.476895018918852997558133, -8.471004436117883784618243, 229.061732871388073817797704
           1532332989.04, 53.485570838943644389473775, -8.654417874327357651509374, 248.363158203587857997263200
           1532332994.04, 53.494184704732397506177222, -8.842792894078257859291625, 268.321450656982165128283668
           1532332999.04, 53.502726679826935196615523, -9.036441983275553369026056, 288.982489091265961178578436
           1532333004.04, 53.511185568757163366626628, -9.235712041856301013353914, 310.397418318192478636774467
           1532333009.04, 53.519548741794416457651096, -9.440990934959616609489785, 332.623626225182761118048802
           1532333014.04, 53.527801921751454017339711, -9.652715807403541958819915, 355.725978119183309900108725
           1532333019.04, 53.535928921064076746461069, -9.871383782419986374634391, 379.778398119294081425323384
           1532333024.04, 53.543911313164798571051506, -10.097565965637443241575966, 404.865929491300107656570617
           1532333029.04, 53.551728014522204546210560, -10.331926112945401641241006, 431.087468415175578684284119
           1532333034.04, 53.559233579708887873493950, -10.569979098188376553935086, 457.845663521658650552126346
           1532333039.04, 53.566296438364041421209549, -10.806423162842467178279549, 484.424485115673405744018964
           1532333044.04, 53.572926245876310247240326, -11.041282064965090015107307, 510.825009720119624034850858
           1532333049.04, 53.579132406588414028192346, -11.274580378310924189122488, 537.048475586836275397217833
           1532333054.04, 53.584924050249760796305054, -11.506342151968452114374486, 563.096100063731000773259439
           1532333059.04, 53.590310041657900796963077, -11.736590925082927228118024, 588.969080071308667356788646
           1532333064.04, 53.595298989897905528323463, -11.965349741069855937780630, 614.668592565018684581445996
           1532333069.04, 53.599899257198750035513513, -12.192641161339917488248830, 640.195794983746509387856349
           1532333074.04, 53.604118967425200992238388, -12.418487278555550901160132, 665.551825685111793973192107
           1532333079.04, 53.607966014222078854345455, -12.642909729438065014051062, 690.737804367880357858666684
           1532333084.04, 53.611448068828515545192204, -12.865929707143775928557261, 715.754832482144252026046161
